PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"18597921","Uterine ultrasonographic changes during endometriosis treatment: a comparison between levonorgestrel-releasing intrauterine devices and a gonadotropin-releasing hormone agonist","Manetta LA, de Paula Martins W, Rosa e Silva JC, de Sá Rosa e Silva AC, Nogueira AA, Ferriani RA.","Ultrasound Med Biol. 2008 Dec;34(12):1914-8. doi: 10.1016/j.ultrasmedbio.2008.04.013. Epub 2008 Jul 2.","Manetta LA","Ultrasound Med Biol","2008","2008/07/04","","","10.1016/j.ultrasmedbio.2008.04.013"
"24807511","Gynecological disorders in bladder pain syndrome/interstitial cystitis patients","Cervigni M, Natale F.","Int J Urol. 2014 Apr;21 Suppl 1:85-8. doi: 10.1111/iju.12379.","Cervigni M","Int J Urol","2014","2014/05/09","","","10.1111/iju.12379"
"19819448","A dose-ranging study to determine the efficacy and safety of 1, 2, and 4mg of dienogest daily for endometriosis","Köhler G, Faustmann TA, Gerlinger C, Seitz C, Mueck AO.","Int J Gynaecol Obstet. 2010 Jan;108(1):21-5. doi: 10.1016/j.ijgo.2009.08.020.","Köhler G","Int J Gynaecol Obstet","2010","2009/10/13","","","10.1016/j.ijgo.2009.08.020"
"31759891","Achieving clinically meaningful response in endometriosis pain symptoms is associated with improvements in health-related quality of life and work productivity: analysis of 2 phase III clinical trials","Pokrzywinski RM, Soliman AM, Chen J, Snabes MC, Coyne KS, Surrey ES, Taylor HS.","Am J Obstet Gynecol. 2020 Jun;222(6):592.e1-592.e10. doi: 10.1016/j.ajog.2019.11.1255. Epub 2019 Nov 22.","Pokrzywinski RM","Am J Obstet Gynecol","2020","2019/11/25","","","10.1016/j.ajog.2019.11.1255"
"37753632","Evidence for the role of multidisciplinary team care in people with pelvic pain and endometriosis: A systematic review","Fang QY, Campbell N, Mooney SS, Holdsworth-Carson SJ, Tyson K.","Aust N Z J Obstet Gynaecol. 2024 Jun;64(3):181-192. doi: 10.1111/ajo.13755. Epub 2023 Sep 27.","Fang QY","Aust N Z J Obstet Gynaecol","2024","2023/09/27","","","10.1111/ajo.13755"
"25183531","Women's experiences of endometriosis: a systematic review and synthesis of qualitative research","Young K, Fisher J, Kirkman M.","J Fam Plann Reprod Health Care. 2015 Jul;41(3):225-34. doi: 10.1136/jfprhc-2013-100853. Epub 2014 Sep 2.","Young K","J Fam Plann Reprod Health Care","2015","2014/09/04","","","10.1136/jfprhc-2013-100853"
"20356588","Surgical treatment of endometriosis: a prospective randomized double-blinded trial comparing excision and ablation","Healey M, Ang WC, Cheng C.","Fertil Steril. 2010 Dec;94(7):2536-40. doi: 10.1016/j.fertnstert.2010.02.044. Epub 2010 Mar 31.","Healey M","Fertil Steril","2010","2010/04/02","","","10.1016/j.fertnstert.2010.02.044"
"15589870","A prospective, randomized study comparing laparoscopic ovarian cystectomy versus fenestration and coagulation in patients with endometriomas","Alborzi S, Momtahan M, Parsanezhad ME, Dehbashi S, Zolghadri J, Alborzi S.","Fertil Steril. 2004 Dec;82(6):1633-7. doi: 10.1016/j.fertnstert.2004.04.067.","Alborzi S","Fertil Steril","2004","2004/12/14","","","10.1016/j.fertnstert.2004.04.067"
"29439618","Effect of Prolonged GnRH Agonist Downregulation on ICSI Outcome in Patients With Endometriomas of Less Than 5 cm: A Randomized Controlled Trial","Maged AM, Rashwan H, Mahmoud M, El-Mazny A, Farouk M, Belal DS, Marie HM.","Reprod Sci. 2018 Oct;25(10):1509-1514. doi: 10.1177/1933719118756753. Epub 2018 Feb 13.","Maged AM","Reprod Sci","2018","2018/02/15","","","10.1177/1933719118756753"
"31855102","Responsiveness Evaluation and Recommendation for Responder Thresholds for Endometriosis Health Profile-30: Analysis of Two Phase III Clinical Trials","Pokrzywinski R, Soliman AM, Chen J, Snabes MC, Taylor HS, Coyne KS.","J Womens Health (Larchmt). 2020 Feb;29(2):253-261. doi: 10.1089/jwh.2019.7788. Epub 2019 Dec 18.","Pokrzywinski R","J Womens Health (Larchmt)","2020","2019/12/20","","","10.1089/jwh.2019.7788"
"29551430","Long-Term Effects of Gonadotropin-Releasing Hormone Agonists and Add-Back in Adolescent Endometriosis","Gallagher JS, Missmer SA, Hornstein MD, Laufer MR, Gordon CM, DiVasta AD.","J Pediatr Adolesc Gynecol. 2018 Aug;31(4):376-381. doi: 10.1016/j.jpag.2018.03.004. Epub 2018 Mar 15.","Gallagher JS","J Pediatr Adolesc Gynecol","2018","2018/03/20","PMC5997553","NIHMS961413","10.1016/j.jpag.2018.03.004"
"38968394","A systematic literature review on patient-reported outcome domains and measures in nonsurgical efficacy trials related to chronic pain associated with endometriosis: an urgent call to action","Rosenberger DC, Mennicken E, Schmieg I, Medkour T, Pechard M, Sachau J, Fuchtmann F, Birch J, Schnabel K, Vincent K, Baron R, Bouhassira D, Pogatzki-Zahn EM.","Pain. 2024 Nov 1;165(11):2419-2444. doi: 10.1097/j.pain.0000000000003290. Epub 2024 Jul 2.","Rosenberger DC","Pain","2024","2024/07/05","PMC11474936","","10.1097/j.pain.0000000000003290"
"25518300","Impact of hemostasis methods, electrocoagulation versus suture, in laparoscopic endometriotic cystectomy on the ovarian reserve: a randomized controlled trial","Tanprasertkul C, Ekarattanawong S, Sreshthaputra O, Vutyavanich T.","J Med Assoc Thai. 2014 Aug;97 Suppl 8:S95-101.","Tanprasertkul C","J Med Assoc Thai","2014","2014/12/19","","",""
"23885105","Elagolix treatment for endometriosis-associated pain: results from a phase 2, randomized, double-blind, placebo-controlled study","Diamond MP, Carr B, Dmowski WP, Koltun W, O'Brien C, Jiang P, Burke J, Jimenez R, Garner E, Chwalisz K.","Reprod Sci. 2014 Mar;21(3):363-71. doi: 10.1177/1933719113497292. Epub 2013 Jul 24.","Diamond MP","Reprod Sci","2014","2013/07/26","","","10.1177/1933719113497292"
"20103448","Effects of the levonorgestrel-releasing intrauterine system on cardiovascular risk markers in patients with endometriosis: a comparative study with the GnRH analogue","Ferreira RA, Vieira CS, Rosa-E-Silva JC, Rosa-e-Silva AC, Nogueira AA, Ferriani RA.","Contraception. 2010 Feb;81(2):117-22. doi: 10.1016/j.contraception.2009.08.003. Epub 2009 Sep 16.","Ferreira RA","Contraception","2010","2010/01/28","","","10.1016/j.contraception.2009.08.003"
"33948974","Pharmaceuticals targeting signaling pathways of endometriosis as potential new medical treatment: A review","Hung SW, Zhang R, Tan Z, Chung JPW, Zhang T, Wang CC.","Med Res Rev. 2021 Jul;41(4):2489-2564. doi: 10.1002/med.21802. Epub 2021 May 5.","Hung SW","Med Res Rev","2021","2021/05/05","PMC8252000","","10.1002/med.21802"
"36682686","Racial disparities in uterine fibroids and endometriosis: a systematic review and application of social, structural, and political context","Katon JG, Plowden TC, Marsh EE.","Fertil Steril. 2023 Mar;119(3):355-363. doi: 10.1016/j.fertnstert.2023.01.022. Epub 2023 Jan 20.","Katon JG","Fertil Steril","2023","2023/01/22","PMC9992263","NIHMS1871652","10.1016/j.fertnstert.2023.01.022"
"19661125","Effects of the levonorgestrel-releasing intrauterine system on cell proliferation, Fas expression and steroid receptors in endometriosis lesions and normal endometrium","Gomes MK, Rosa-e-Silva JC, Garcia SB, de Sá Rosa-e-Silva AC, Turatti A, Vieira CS, Ferriani RA.","Hum Reprod. 2009 Nov;24(11):2736-45. doi: 10.1093/humrep/dep288. Epub 2009 Aug 6.","Gomes MK","Hum Reprod","2009","2009/08/08","","","10.1093/humrep/dep288"
"39300399","Understanding the impact of endometriosis on women's life: an integrative review of systematic reviews","Maulenkul T, Kuandyk A, Makhadiyeva D, Dautova A, Terzic M, Oshibayeva A, Moldaliyev I, Ayazbekov A, Maimakov T, Saruarov Y, Foster F, Sarria-Santamera A.","BMC Womens Health. 2024 Sep 19;24(1):524. doi: 10.1186/s12905-024-03369-5.","Maulenkul T","BMC Womens Health","2024","2024/09/19","PMC11411992","","10.1186/s12905-024-03369-5"
"20661580","A comparison of the effect of short-term aromatase inhibitor (letrozole) and GnRH agonist (triptorelin) versus case control on pregnancy rate and symptom and sign recurrence after laparoscopic treatment of endometriosis","Alborzi S, Hamedi B, Omidvar A, Dehbashi S, Alborzi S, Alborzi M.","Arch Gynecol Obstet. 2011 Jul;284(1):105-10. doi: 10.1007/s00404-010-1599-6. Epub 2010 Jul 27.","Alborzi S","Arch Gynecol Obstet","2011","2010/07/28","","","10.1007/s00404-010-1599-6"
"21106059","Defining a minimal clinically important difference for endometriosis-associated pelvic pain measured on a visual analog scale: analyses of two placebo-controlled, randomized trials","Gerlinger C, Schumacher U, Faustmann T, Colligs A, Schmitz H, Seitz C.","Health Qual Life Outcomes. 2010 Nov 24;8:138. doi: 10.1186/1477-7525-8-138.","Gerlinger C","Health Qual Life Outcomes","2010","2010/11/26","PMC3002916","","10.1186/1477-7525-8-138"
"32265834","Efficacy of Different Progestins in Women With Advanced Endometriosis Undergoing Controlled Ovarian Hyperstimulation for in vitro Fertilization-A Single-Center Non-inferiority Randomized Controlled Trial","Guo H, Li J, Shen X, Cong Y, Wang Y, Wu L, Li B, Gao H, Ma M, Zhang W, Mao X, Fu Y, Lyu Q, Chai W, Kuang Y.","Front Endocrinol (Lausanne). 2020 Mar 20;11:129. doi: 10.3389/fendo.2020.00129. eCollection 2020.","Guo H","Front Endocrinol (Lausanne)","2020","2020/04/09","PMC7103634","","10.3389/fendo.2020.00129"
"31067329","Efficacy and safety of ASP1707 for endometriosis-associated pelvic pain: the phase II randomized controlled TERRA study","D'Hooghe T, Fukaya T, Osuga Y, Besuyen R, López B, Holtkamp GM, Miyazaki K, Skillern L.","Hum Reprod. 2019 May 1;34(5):813-823. doi: 10.1093/humrep/dez028.","D'Hooghe T","Hum Reprod","2019","2019/05/09","PMC6505452","","10.1093/humrep/dez028"
"37365715","Cognitive-affective changes mediate the mindfulness-based intervention effect on endometriosis-related pain and mental health: A path analysis approach","Moreira MF, Gamboa OL, Pinho Oliveira MA.","Eur J Pain. 2023 Nov;27(10):1187-1202. doi: 10.1002/ejp.2149. Epub 2023 Jun 26.","Moreira MF","Eur J Pain","2023","2023/06/27","","","10.1002/ejp.2149"
"22181973","Randomized comparison of superovulation with letrozole vs. clomiphene citrate in an IUI program for women with recently surgically treated minimal to mild endometriosis","Abu Hashim H, El Rakhawy M, Abd Elaal I.","Acta Obstet Gynecol Scand. 2012 Mar;91(3):338-45. doi: 10.1111/j.1600-0412.2011.01346.x. Epub 2012 Jan 26.","Abu Hashim H","Acta Obstet Gynecol Scand","2012","2011/12/21","","","10.1111/j.1600-0412.2011.01346.x"
"36767032","A Single Session of a Digital Health Tool-Delivered Exercise Intervention May Provide Immediate Relief from Pelvic Pain in Women with Endometriosis: A Pilot Randomized Controlled Study","Lutfi M, Dalleck LC, Drummond C, Drummond M, Paparella L, Keith CE, Kirton M, Falconer L, Gebremichael L, Phelan C, Barry C, Roscio K, Lange B, Ramos JS.","Int J Environ Res Public Health. 2023 Jan 17;20(3):1665. doi: 10.3390/ijerph20031665.","Lutfi M","Int J Environ Res Public Health","2023","2023/02/11","PMC9914835","","10.3390/ijerph20031665"
"32782170","Effect of GnRH agonist before IVF on outcomes in infertile endometriosis patients: a randomized controlled trial","Rodríguez-Tárrega E, Monzo AM, Quiroga R, Polo-Sánchez P, Fernández-Colom P, Monterde-Estrada M, Novella-Maestre E, Pellicer A.","Reprod Biomed Online. 2020 Oct;41(4):653-662. doi: 10.1016/j.rbmo.2020.06.020. Epub 2020 Jul 5.","Rodríguez-Tárrega E","Reprod Biomed Online","2020","2020/08/13","","","10.1016/j.rbmo.2020.06.020"
"27869485","The Practice of Hatha Yoga for the Treatment of Pain Associated with Endometriosis","Gonçalves AV, Barros NF, Bahamondes L.","J Altern Complement Med. 2017 Jan;23(1):45-52. doi: 10.1089/acm.2015.0343. Epub 2016 Nov 21.","Gonçalves AV","J Altern Complement Med","2017","2016/11/22","","","10.1089/acm.2015.0343"
"31227284","Impact of elagolix on work loss due to endometriosis-associated pain: estimates based on the results of two phase III clinical trials","Pokrzywinski RM, Soliman AM, Chen J, Snabes M, Diamond MP, Surrey E, Coyne KS.","Fertil Steril. 2019 Sep;112(3):545-551. doi: 10.1016/j.fertnstert.2019.04.031. Epub 2019 Jun 18.","Pokrzywinski RM","Fertil Steril","2019","2019/06/23","","","10.1016/j.fertnstert.2019.04.031"
"30992150","Impact of elagolix treatment on fatigue experienced by women with moderate to severe pain associated with endometriosis","Surrey ES, Soliman AM, Agarwal SK, Snabes MC, Diamond MP.","Fertil Steril. 2019 Aug;112(2):298-304.e3. doi: 10.1016/j.fertnstert.2019.02.031. Epub 2019 Apr 13.","Surrey ES","Fertil Steril","2019","2019/04/18","","","10.1016/j.fertnstert.2019.02.031"
"25283586","Comparison of the hemostatic effects of a levonorgestrel-releasing intrauterine system and leuprolide acetate in women with endometriosis: a randomized clinical trial","Yamaguti EM, Brito MB, Ferriani RA, Garcia AA, Rosa-e-Silva JC, Vieira CS.","Thromb Res. 2014 Dec;134(6):1193-7. doi: 10.1016/j.thromres.2014.09.014. Epub 2014 Sep 20.","Yamaguti EM","Thromb Res","2014","2014/10/07","","","10.1016/j.thromres.2014.09.014"
"12372443","Effect of prolonged gonadotropin-releasing hormone agonist therapy on the outcome of in vitro fertilization-embryo transfer in patients with endometriosis","Surrey ES, Silverberg KM, Surrey MW, Schoolcraft WB.","Fertil Steril. 2002 Oct;78(4):699-704. doi: 10.1016/s0015-0282(02)03373-3.","Surrey ES","Fertil Steril","2002","2002/10/10","","","10.1016/s0015-0282(02)03373-3"
"32069126","Endometriosis-associated pain scores and biomarkers in users of the etonogestrel-releasing subdermal implant or the 52-mg levonorgestrel-releasing intrauterine system for up to 24 months","Margatho D, Carvalho NM, Bahamondes L.","Eur J Contracept Reprod Health Care. 2020 Apr;25(2):133-140. doi: 10.1080/13625187.2020.1725461. Epub 2020 Feb 18.","Margatho D","Eur J Contracept Reprod Health Care","2020","2020/02/19","","","10.1080/13625187.2020.1725461"
"34370858","The ultra-long study: a randomized controlled trial evaluating long-term GnRH downregulation prior to ART in women with endometriosis","Tomassetti C, Beukeleirs T, Conforti A, Debrock S, Peeraer K, Meuleman C, D'Hooghe T.","Hum Reprod. 2021 Sep 18;36(10):2676-2686. doi: 10.1093/humrep/deab163.","Tomassetti C","Hum Reprod","2021","2021/08/09","","","10.1093/humrep/deab163"
"35040600","The effects of adalimumab on the rat autotransplantation endometriosis model: A placebo-controlled randomized study","Kaplan S, Kırıcı P, Türk A.","Adv Clin Exp Med. 2022 Apr;31(4):417-426. doi: 10.17219/acem/144369.","Kaplan S","Adv Clin Exp Med","2022","2022/01/18","","","10.17219/acem/144369"
"32912633","Relugolix, an oral gonadotropin-releasing hormone receptor antagonist, reduces endometriosis-associated pain in a dose-response manner: a randomized, double-blind, placebo-controlled study","Osuga Y, Seki Y, Tanimoto M, Kusumoto T, Kudou K, Terakawa N.","Fertil Steril. 2021 Feb;115(2):397-405. doi: 10.1016/j.fertnstert.2020.07.055. Epub 2020 Sep 7.","Osuga Y","Fertil Steril","2021","2020/09/11","","","10.1016/j.fertnstert.2020.07.055"
"27741200","Psychotherapy With Somatosensory Stimulation for Endometriosis-Associated Pain: A Randomized Controlled Trial","Meissner K, Schweizer-Arau A, Limmer A, Preibisch C, Popovici RM, Lange I, de Oriol B, Beissner F.","Obstet Gynecol. 2016 Nov;128(5):1134-1142. doi: 10.1097/AOG.0000000000001691.","Meissner K","Obstet Gynecol","2016","2016/10/15","","","10.1097/AOG.0000000000001691"
"34826668","Efficacy of dienogest vs combined oral contraceptive on pain associated with endometriosis: Randomized clinical trial","El Taha L, Abu Musa A, Khalifeh D, Khalil A, Abbasi S, Nassif J.","Eur J Obstet Gynecol Reprod Biol. 2021 Dec;267:205-212. doi: 10.1016/j.ejogrb.2021.10.029. Epub 2021 Oct 30.","El Taha L","Eur J Obstet Gynecol Reprod Biol","2021","2021/11/26","","","10.1016/j.ejogrb.2021.10.029"
"18794019","Japanese-style acupuncture for endometriosis-related pelvic pain in adolescents and young women: results of a randomized sham-controlled trial","Wayne PM, Kerr CE, Schnyer RN, Legedza AT, Savetsky-German J, Shields MH, Buring JE, Davis RB, Conboy LA, Highfield E, Parton B, Thomas P, Laufer MR.","J Pediatr Adolesc Gynecol. 2008 Oct;21(5):247-57. doi: 10.1016/j.jpag.2007.07.008.","Wayne PM","J Pediatr Adolesc Gynecol","2008","2008/09/17","PMC2610346","NIHMS71545","10.1016/j.jpag.2007.07.008"
"38256327","Effects of Pelvic Floor Muscle Physiotherapy on Urinary, Bowel, and Sexual Functions in Women with Deep Infiltrating Endometriosis: A Randomized Controlled Trial","Del Forno S, Cocchi L, Arena A, Pellizzone V, Lenzi J, Raffone A, Borghese G, Paradisi R, Youssef A, Casadio P, Raimondo D, Seracchioli R.","Medicina (Kaunas). 2023 Dec 29;60(1):67. doi: 10.3390/medicina60010067.","Del Forno S","Medicina (Kaunas)","2023","2024/01/23","PMC10818504","","10.3390/medicina60010067"
"33428320","Assessment of levator hiatal area using 3D/4D transperineal ultrasound in women with deep infiltrating endometriosis and superficial dyspareunia treated with pelvic floor muscle physiotherapy: randomized controlled trial","Del Forno S, Arena A, Pellizzone V, Lenzi J, Raimondo D, Cocchi L, Paradisi R, Youssef A, Casadio P, Seracchioli R.","Ultrasound Obstet Gynecol. 2021 May;57(5):726-732. doi: 10.1002/uog.23590.","Del Forno S","Ultrasound Obstet Gynecol","2021","2021/01/11","","","10.1002/uog.23590"
"21187138","Combining rigour with relevance: a novel methodology for testing Chinese herbal medicine","Flower A, Lewith G, Little P.","J Ethnopharmacol. 2011 Mar 24;134(2):373-8. doi: 10.1016/j.jep.2010.12.025. Epub 2010 Dec 25.","Flower A","J Ethnopharmacol","2011","2010/12/29","","","10.1016/j.jep.2010.12.025"
"17005086","Comparative study on the efficacy of Yiweining and Gestrinone for post-operational treatment of stage III endometriosis","Yang DX, Ma WG, Qu F, Ma BZ.","Chin J Integr Med. 2006 Sep;12(3):218-20. doi: 10.1007/BF02836527.","Yang DX","Chin J Integr Med","2006","2006/09/29","","","10.1007/BF02836527"
"17890725","Lipiodol fertility enhancement: two-year follow-up of a randomized trial suggests a transient benefit in endometriosis, but a sustained benefit in unexplained infertility","Johnson NP, Kwok R, Stewart AW, Saththianathan M, Hadden WE, Chamley LW.","Hum Reprod. 2007 Nov;22(11):2857-62. doi: 10.1093/humrep/dem275. Epub 2007 Sep 21.","Johnson NP","Hum Reprod","2007","2007/09/25","","","10.1093/humrep/dem275"
